film_id,film_title,original_language,overview,year
243442,Un fantastico via vai,Italian,"Arnaldo, Anita and the twins, Martina and Federica, here is the Nardi family. A quiet, normal middle class family. The man is at that stage of his life where nostalgia for the period as a student becomes stronger. It would be nice to be able to go back. It would be nice to savor those moments. It would be also nice to tell someone who has little more than twenty years in life you have to believe in their dreams and not be afraid...",2013
256735,The Husband She Met Online,English,"When hotel event planner Rachel breaks up with her boyfriend John for cheating on her, she decides to go looking online for a new boyfriend. In the expanse of cyberspace, she meets a charming, wealthy man named Craig, who at first, seems perfect. He’s attractive, fun, romantic, and he’s been successfully running his mother’s global real estate company while his mother, Doris travels the world. But Craig is far from perfect. He's obsessive and controlling, and once he sets his sights on Rachel, he has no plans of ever letting go...",2013
5953,The Lady in the Car with Glasses and a Gun,French,"Dany Longo is blonde, beautiful, disturbed, passionate--and nearsighted. As she speeds through the south of France in a purloined Thunderbird on an errand for her employer and his wife, no one, including Dany herself, knows where she is headed--or why she is going there.",1970
258384,Flight into Darkness,French,"During the First World War, before joining a squadron at the front in 1918, Herbillon (Jean-Pierre Aumont) has a liaison with Helene (Annabella), a married woman. The young man discovers that his mistress is none other than the wife of Maury (Charles Vanel), an aviator friend.",1935
193321,The Deep Blue Sea,English,"A woman is unhappy in her marriage to a boring, stiff judge, so she takes up with a wild-living RAF pilot, who ends up being more than she can handle. (TCM.com)",1955
371759,Doctor Who: The Husbands of River Song,English,"It’s Christmas Day on a remote human colony and the Doctor is hiding from Christmas Carols and Comedy Antlers. But when a crashed spaceship calls upon the Doctor for help, he finds himself recruited into River Song’s squad and hurled into a fast and frantic chase across the galaxy. King Hydroflax is furious, and his giant Robot bodyguard is out-of-control and coming for them all! Will Nardole survive? And when will River Song work out who the Doctor is? All will be revealed on a starliner full of galactic super-villains and a destination the Doctor has been avoiding for a very long time.",2015
140229,The Girl and Death,Dutch,"The Girl and Death tells us the impossible love story of Nicolai and the courtesan Elise. A love obstructed by materialism, wealth and death threat.",2012
245697,The Wicked Uncle,German,"In a small Swiss village, a school sports coach is accused of molestation by the mother of one of his pupils. The citizens are outraged…that the mother could make such a claim – for the coach she accuses is a local hero, a former world champion who has become the town’s closest thing to a sporting legend.",2011
236570,The Battle Of The Villa Fiorita,English,Two British children travel to Italy in an attempt to break up their runaway mother's affair with an Italian concert pianist.,1965
84782,Don Quixote,Russian,"Senor Quexana has read so many books on chivalry that he believes that he is the knight Don Quixote de la Mancha. So Don Quixote sets off on his horse, accompanied by his squire Sancho Panza on a mule, to perform valiant deeds. They mistakenly save the Lady Altisidora who is so amused that she invites them to visit the Duke to provide some merriment at court. Among other deeds, Don Quixote frees some prisoners, who then turn upon him, and Don Quixote attacks a windmill that he imagines is a monstrous wizard.",1957
80970,Schoolgirl Hitchhikers,French,Two female hitchhikers get mixed up with a gang of thieves and their stolen jewelery.,1973
371492,Tomorrow,French,Documentary film about global warming.,2015
71445,The Bay Boy,English,"A Roman Catholic teenage boy in Glace Bay, Cape Breton Island, Nova Scotia during the 1930s faces various growing-up problems: Should be become a priest? What should he do about the murder he witnessed, committed by a local cop and upstanding parishioner? And how far should he go with his girl friend, who happens to be the murderer's daughter?",1984
86987,Jackpot,Norwegian,"Terrified and bloody, Oscar Svendsen awakes clinched to a shotgun in a strippers joint. Around him 8 dead men, and police aiming at him. To Oscar it's clear that he is innocent. It all started when four chaps won 1,7 million on the pools.",2011
270724,The Breakup Guru,English,"One is a bum, one gets by selling self-help DVDs: Mei Yuan Gui is a guy who survives by leeching off his girlfriends; Ye Xiao Chun is a girl who sells DVDs for a living. Two people in the bottom rungs of society meet by accident one day when the guy saves the girl, and so begins the most hilarious, silly and touching love story.",2014
76764,Who?,English,"After American scientist gets severely injured and scarred in a car crash in USSR, Russians use metal implants to save him. Once back in the States no one can tell if it's really him so a specialist must determine who is under the ""mask"".",1974
198890,Madalena,English,"Madalena (Aliki Vouyoukiaki) is a tough seventeen-year-old who is forced to take on her father's ferry business after he dies. She has her many brothers and sisters to support, and there is no one else to do the job (her mother has also died). So she rallies her defenses and sets out to give her rival in the ferry business a run for his money. But at the same time, the rival's handsome son (Dimitris Papamichael) is starting to look better and better. Madalena refuses to acknowledge her feelings for him -- though how long she can sustain that denial is the question.",1960
340176,Tag,Japanese,"Female highs school students, including Mitsuko, Keiko and Izumi, become the targets of ghosts with various appearances including a groom with a pig's face and female teacher with a machine gun.",2015
85696,We'll Take Manhattan,English,"We’ll Take Manhattan explores the explosive love affair between Sixties supermodel, Jean Shrimpton, and photographer, David Bailey.  Focusing on a wild and unpredictable 1962 Vogue photo shoot in New York, the drama brings to life the story of two young people falling in love, misbehaving and inadvertently defining the style of the Sixties along the way.",2012
124527,Face the Music,English,"A famed trumpet player is suspected of murdering a blues singer. Using only two minor clues, he narrows the suspects to four people, but only after surviving poison placed on the mouthpiece of his trumpet!",1954
85611,The Stranglers of Bombay,English,India 1826. The cult of Thugee was sweeping the sub-continent. Worshippers of the goddess Kali demonstrated their devotion by the mutilation and mass murder of thousands of victims. This wave of religious fervour challenges the stability of the Raj and threatens anarchy and chaos but can the cool pragmatism of the British compete against the power of this extreme and zealous passion?,1959
3025,The Two Faces of Dr. Jekyll,English,"After a series of scientific experiments directed towards freeing the inner man and controlling human personalities, the kindly, generous Dr Henry Jekyll succeeds in freeing his own alter ego, Edward Hyde, a sadistic, evil creature whose pleasure is murder.",1960
85032,Kotoko,Japanese,"A single mother (Cocco) becomes afflicted with double vision. Taking care of her newborn baby becomes a nightmare as the mother also becomes paranoid. The only time the mother doesn't see double is when she sings. She also finds solace in cutting herself, allowing her blood to drip free and able to feel alive. A terrifying nervous breakdown ensues. When things spiral out of control, her baby is taken away. She then rides a bus and sings to herself. A man (Shinya Tsukamoto) sitting nearby listens to her wonderful voice. He begins to stalk her. The man is an award winning novelist who has fallen in love with the woman. They begin a volatile relationship. The woman's paranoia a",2011
176535,All Will Be Well,Polish,"A teenage boy, whose mother is terminally ill, and his alcohol-addicted sports teacher set out on a pilgrimage to Czestochowa.",2007
209385,Walesa: Man of Hope,Polish,How was it possible that a single man influenced contemporary world so significantly? This film is an attempt to capture the phenomenon of a common man’s metamorphosis into a charismatic leader — an attempt to see how a Gdansk shipyard electrician fighting for workers’ rights awakened a hidden desire for freedom in millions of people.,2013
144942,Top Gear: The Worst Car In the History of the World,English,"Jeremy Clarkson and James May travel to the North of England to name and shame some of the worst cars in history, from manufacturers who ""should have known better"".",2012
93862,Goodbye Gemini,English,"Unnaturally close, jet-setting twins become enmeshed in the Swinging London scene, where their relationship is strained after they befriend a predatory hustler and his girlfriend.",1970
85434,Frozen Silence,English,"1943. In the midst of World War II, a serial murderer appears in the Blue Division, volunteer body of Spanish soldiers who fought on the Russian front with German troops. After finding the body of a Spanish soldier who has been stuck in the shoulder and has a knife inscription (""Look at God looking at you""), an investigation is initiated by the soldier in charge Arturo Andrade (Juan Diego Botto ), police inspector who takes the job with precision and professionalism, aided by Sergeant Estrada (Carmelo Gómez). They begin to suspect that behind this murder dark secrets of the past are hidden .",2011
348678,A Man Called Ove,Swedish,"Despite grumpy 59 year-old Ove being deposed as president of his condominium association, but he keeps looking over the neighbourhood with an iron fist. When pregnant Parvaneh and her family move into the terraced house opposite Ove and she accidentally back into Ove’s mailbox, it sets off a series of unexpected changes in his life.",2015
334878,Blind Date,French,He invents puzzles. He’s committed body and soul to his work and needs silence to be able to concentrate. She is an accomplished pianist and can’t live without music. She must prepare for a competition that could change her life. They are going to be forced to coexist without seeing each other.,2015
57845,Mandroid,German,"In his hidden laboratory deep in Russia, Dr. Karl Zimmer has invented the Mandroid, a humanoid robot which follows the motions of a man in a special control suit. He has offered the invention to the USA, who have sent Smith and Wait from the CIA for inspection. However Zimmer's partner Drago has different plans, wants to sell Mandroid to the military. The night he tries to steal Mandroid, he becomes exposed to the highly toxic Superconn. But he can flee and won't give up on Mandroid, even though he's terribly disfigured.",1993
27069,The Raspberry Reich,English,"Inspired by the Baader-Meinhof gang, a film about modern left Germans adopting the culture of extreme left-wing movements of the 1970s. East German dominatrix Gudrun leads a revolutionary gang of her own in Berlin. She has her men kidnap the son of a rich businessman in order to gain publicity. Claiming that heterosexuality is a social norm created to keep the people down, she forces her male minions to have sex with each other.",2004
27748,15: The Movie,English,"Fast, frenetic, and furious best describe the story of five teenage boys all but abandoned by the system, estranged from any parents, and discarded by life in general.  They build a world of there own in which gangs, drugs, fighting, body piercing, self-harm, and even suicide are considered commonplace.  The film highlights their harrowing place in time and this small world; where brotherhood is valued above all else.  Impressively acted by actual street kids, the movie highlights a gritty side of modern-day Singaporean life.",2003
274817,Wood Job!,Japanese,"A bittersweet coming-of-age film based on a novel dealing with forestry. Yuki Hirano wants to live an easy life, like working a part-time job after his high school graduation. But, after his high school graduation, Yuki hears from his homeroom teacher that he has been hired for a job. When Yuki gets home, his mother is packing his stuff. Yuki's mother and his homeroom teacher decided that Yuki will work as a forestry trainee after his graduation. Yuki will have to go Kamusari Village. Since then, Yuki begins to work as a forestry trainee and becomes assimilated with the beauty of nature and the warm-hearted people in the village.",2014
63318,"One Sings, the Other Doesn't",French,"In this story of friendship and reproductive rights, 14 years in the relationship between two very dissimilar women are chronicled. Pauline (Valerie Mairesse) is a middle-class city girl, at odds with her very conventional family. Suzanne (Therese Liotard) is several years older, a country girl with two illegitimate children and another (whom she cannot support) on the way. Pauline loans Suzanne money for an (illegal) abortion. At this point, the two separate and communicate mainly through postcards. Some years later, they meet at an abortion rally, and they have many adventures and stories to share with one another.",1977
319888,Eddie the Eagle,English,"Inspired by true events, Eddie the Eagle is a feel-good story about Michael ""Eddie"" Edwards (Taron Egerton), an unlikely but courageous British ski-jumper who never stopped believing in himself - even as an entire nation was counting him out. With the help of a rebellious and charismatic coach (played by Hugh Jackman), Eddie takes on the establishment and wins the hearts of sports fans around the world by making an improbable and historic showing at the 1988 Calgary Winter Olympics.",2016
375290,Airlift,Hindi,"When Iraq invades Kuwait in August, 1990, a callous Indian businessman becomes the spokesperson for more than 170,000 stranded countrymen.",2016
376047,Fitoor,Hindi,"A young artist tries to win the heart of his muse, while her mother hatches a scheme to end his quest for true love.",2016
26703,Dracula's Dog,English,"Russian soldiers accidentally unleash Dracula's servant, as well as his dog, during excavations in Romania. Together they set out for America, to find the last descendent of the great Count.",1978
65795,The Education of Fairies,Spanish,A man's life is turned upside down after he is abandoned by the woman he loves.,2006
42107,Chicken Ranch,English,"Documentary on the ""Chicken Ranch,"" a legal Nevada brothel.",1983
329805,My King,French,"Tony is admitted to a rehabilitation center after a serious ski accident. Dependent on the medical staff and pain relievers, she takes time to look back on a turbulent relationship that she experienced with Georgio.",2015
283710,Fires on the Plain,Japanese,"In the final days of World War II, occupying Japanese forces in the Philippines face resistance from the local population and the American offensive. The dwindling Japanese soldiers attempt to survive through the horrors of war.",2014
291154,Daawat-e-Ishq,Hindi,A deliciously romantic coming together of Gulrez “Gullu” Qadir (Parineeti Chopra) a Hyderabadi shoe-sales girl disillusioned with love because of her encounters with dowry-seeking men; and Tariq “Taru” Haidar (Aditya Roy Kapur) a Lucknawi cook who can charm anybody with the aroma and flavours of his biryani and kebabs.,2014
337029,Frankenstein,English,"After he is artificially created, then left for dead by a husband-and-wife team of eccentric scientists, Adam is confronted with nothing but aggression and violence from the world around him. This perfect creation-turned disfigured monster must come to grips with the horrific nature of humanity.",2015
345235,Monk Comes Down the Mountain,Chinese,"When a young monk is forced to leave his impoverished monastery, he relies on his extraordinary martial arts skills to survive in the outside world. In search of a mentor, he crosses paths with a Kung Fu master who is in possession of the Book of Secrets, which reveals the lost art of the deadly Ape Strike Kung Fu technique. The rare book is coveted by a sinister father and son who will go to any extremes to obtain it. The monk finds himself immersed in a deadly battle to protect both the book and his master.",2015
336807,Fatima,French,"Fatima, a Moroccan-born woman who now lives in France with her two teenage daughters, with whom she is barely able to communicate.",2015
35021,The Old Fairy Tale: When the Sun Was God,Polish,"In IX century Europe, on the brink of Poland's birth, a cruel prince, Popiel, murders his cousins to ensure his son's succession. His crimes lead to an uprising of his subjects lead by the former commander of Popiel's army, Piastun, and a young hunter and warrior, Ziemowit. Meanwhile Ziemowit falls in love with Dziwa, lovely girl who is to become a priestess in the local temple ...",2003
97666,What a Mess!,Russian,"The story starts in a Siberia where world's biggest diamond was found. It is so valuable that it may not only pay off the enormous national debt, but also allow every Russian citizen to move to the Canary Islands. However, Mafia plans to steal the massive gem but a notorious thief, Vasia, ruins their plans. Mafia and militia begin chasing him, but soon Vasia learns that he has brothers as between the chase he runs into well known Jewish conductor and a gypsy baron who are triplet brothers.",1995
220176,The Face Reader,Korean,"Nae-kyung, the most skillful face reader in Joseon dynasty, was living in seclusion when he was offered a lucrative partnership by Yeon-hong, a Korean geisha. Nae-kyung accepts the proposal to read the faces of Yeon-hong’s guests only to get involved in a murder case. With his face reading skills, Nae-kyung successfully identifies the murderer and his skills are soon acknowledged by King Moonjong who orders him to identify the potential traitors who threaten his reign. However after the unexpected death of Moonjong, Nae-kyung is courted by Grand Prince Sooyang who yearns to become King himself by killing the young successor Danjong. Nae-kyung decides to keep his loyalty to the late King and help KIM Jong-seo protect the young King which forces him into the biggest power struggle in the history of the Joseon dynasty.",2013
40700,I Give My First Love to You,Japanese,"As a child Takuma is diagnosed with a heart condition that requires care from a cardiologist. He soon becomes friends with his doctors young daughter Mayu while being treated at the hospital. One day Mayu overhears her father saying that Takumas condition is serious enough that he most likely wont live beyond the age of 20. Takuma isn't aware of this himself, however, so at 8-years-old he makes a promise to marry Mayu when they turn 20. Later in life, Takuma becomes aware that he wont be able to keep this promise and he begins distancing himself from Mayu in hopes of protecting her.",2009
38677,Adhurs,Telugu,"'Adurs' is an action, comedy and romantic flick is on the way, to entertain you. 'Junior NTR' will be playing the dual roles in this movie, one as a Brahmin Character and the other as a 'Don' a mass character. Hasya Brahma character of Junior NTR & Brahmanandam will be donning in full length comedy, throughout the movie.",2010
139777,World Without End,English,The English town of Kingsbridge works to survive as the King leads the nation into the Hundred Years' War with France while Europe deals with the outbreak of the Black Death.,2012
321258,The Boy,English,"A nanny, working for a family whose son has just passed away, finds herself put in charge of caring for a lifelike doll that the couple treat as a real child.",2016
119586,Vampire Hookers,English,This horror film revolves around a sinister vampire (John Carradine) who sends out a horde of undead beauties to bring back victims for his dinner.,1978
285697,Horse Money,Portuguese,"While the young captains lead the revolution in the streets, the people of Fontainhas search for Ventura, lost in the woods.",2014
76851,Grand Slam,Italian,"Professor James Anders is a seemingly mild-mannered teacher, an American working in Rio De Janeiro. Anders, bored with years of teaching, decides to put together a team to pull off a diamond heist during the Rio Carnival. Four international experts are brought together to carry out the robbery: a safe cracking expert, a master thief, a mechanical genius, and a playboy.",1967
93521,Symphonie diagonale,German,"A tilted figure, consisting largely of right angles at the beginning, grows by accretion, with the addition of short straight lines and curves which sprout from the existing design. The figure vanishes and the process begins again with a new pattern, each cycle lasting one or two seconds. The complete figures are drawn in a vaguely Art Deco style and could be said to resemble any number of things, an ear, a harp, panpipes, a grand piano with trombones, and so on, only highly stylized. The tone is playful and hypnotic.",1924
364116,The Other Side of the Door,English,"Grieving over the loss of her son, a mother struggles with her feelings for her daughter and her husband. She seeks out a ritual that allows her say goodbye to her dead child, opening the veil between the world of the dead and the living. Her daughter becomes the focus of terror. She must now protect against the evil that was once her beloved son.",2016
214105,The Wonders,Hebrew,Avi Nesher's new film tracks the complex relationship between a Jerusalem Graffiti artist and a mysterious modern day prophet who is imprisoned in an abandoned apartment across the Artist's window.,2013
1998,Holy Lola,English,"The story of a young couple, Pierre and Geraldine, and their desire for a child, which leads them on a journey of initiation to Cambodia.  On their difficult and transformative adventure, they must contend with obstructive authorities and the jealousies and mistrust of a small community of would-be adoptive parents.",2004
50124,Monella,Italian,"The story takes place in northern Italy in the 1950's. Lola and Masetto are about to get married. Masetto wants to keep Lola as a virgin until they are married. But Lola is impatient to remain in chastity until the wedding night. She wants to be sure that Masetto is a good lover, before she commits herself into marriage. She does everything to trick Masetto into breaking the moral tradition.",1998
159514,Matterhorn,English,"Fred lives on his own. His wife is dead, his son has left. He leans on the church, busses, meat-and-two-veg. Then Leo appears. Leo is a tramp. Fred lets Leo move in with him. An absurdist feature debut with a laugh and a tear in stuffy Netherlands.",2013
320302,Ever Been to the Moon?,Italian,"Giulia is thirty years old and unmarried. She has a good job which allows her to travel and lead a luxurious life in Milan and Paris. She is convinced that she has everything she needs for happiness, but after meeting Renzo, a charming Apulian farmer, Giulia understands that she's missing the most important thing in her life - true love.",2015
11089,Black Box BRD,German,"Black Box BRD steps back into German history, showing the Federal Republic of Germany of the 70s and 80s. The country is polarized due to the power struggle of the German state and the ""Red Army Faction"". Society is torn, the fronts are irreconcilable. The life stories of both Wolfgang Grams and Alfred Herrhausen are tragically linked to this era. Grams is the one who takes up arms for moral rigor; Herrhausen however seizes power and dies when powerful.",2001
10626,The Captain from Köpenick,German,No overview found.,1956
83831,Charley-One-Eye,English,"A black, Union Army deserter and his crippled American Indian hostage form a strained partnership in the interests of surviving the advancing threats of a racist bounty hunter and neighboring bandits.",1973
350505,Molly Moon and the Incredible Book of Hypnotism,English,An orphan who practices hypnosis faces off against a bank robber who wants her book on the art form.,2015
35025,Le Mac,French,A mild-mannered banker is forced to masquerade as a notorious gangster and pimp.,2010
18174,An Inspector Calls,English,"Based on a famous stage play and set in the year 1912, an upper crust English family dinner is interrupted by a police inspector who brings news that a girl known to everyone present has died in suspicious circumstances. It seems that any or all of them could have had a hand in her death. But who is the mysterious Inspector and what can he want of them?",1954
96828,A Touch of Larceny,English,"After falling in love with an American woman, Virginia Killain, who is engaged to another man, British Naval Commander Max Easton, hatches a plan that will get him enough money to support Virginia in the lifestyle she is accustomed to. Easton's plan is to disappear for a time making it seem that he has defected to the Soviets taking important Naval secrets from his job at the Admiralty and to return and sue the newspapers for slander. Not everything goes as planned for Commander Easton.",1959
337960,Holding the Man,English,"In the 1970s, a young Australian boy, Timothy, finds himself confused. He falls for the captain of the football team. What follows shows all aspects of a relationship, regardless of gender or sexual preference. Conflict, temptation, and a huge burden which will affect every aspect of their lives.",2015
46821,Blood,Portuguese,"Vicente, seventeen, lives with brother Nino, ten-years-old, and his ailing father in a derelict house on the outskirts of the capital. They don't seem to remember their mother, and are very much attached to their father, despite his temper, and his frequent absences from home. One day, the father leaves for good, and Vicente and Nino swear to cover it up. It's their secret. Clara, the primary school assistant, is fascinatingly beautiful, and secretive, and (may be) she knows it aswel. There are other secrets, though: the origin of the money that appears at Vicente's house; the relationship between Vicente's well-to-do uncle and his girlfriend; the relationship between the four people who once played the cards together, and now can't stand each other.",1989
22316,Ajnabee,Hindi,Two couples swap mates which leads to a murder that leaves everybody shocked... but was this a setup to convicted an innocent person and spoil their reputation?,2001
46430,Jodi No.1,Hindi,"Rai Bahadur lives a wealthy lifestyle in Panjim, Goa, along with three brothers, Raman, Kamal, and Ashok along with their respective wives and children. He also has a sister, Shanno, and a daughter, Rinki, who is of marriageable age. Since his business is not doing too well, he asks his US-based friend, Ranjit, for assistance. In response, Ranjit sends his son, Vikramjit, to assist Rai. Vikramjit arrives at the Rai household along with his Secretary and close friend, Veeru, and soon both get involved in assisting the Rai business get back on it's feet. What Rai does not know is that Vikramjit &amp; Veeru are not who they claim to be, but are actually Jai and Veeru, wanted by the Bombay Police and are on India's Most Wanted Criminals. Watch what happens when their photos are telecast on National TV, and the impact this has on the entire Rai clan.",2001
20916,Style,Hindi,"Style is a 2001 Bollywood low-budget film mostly regarded as a forgettable romantic-comedy caper by critics. Even though the movie was greatly criticized, it was a commercial success.",2001
210068,Mujhe Kucch Kehna Hai,Hindi,"Karan who is weak in his studies but good at music and masti which always results in fighting with his father, but his life changes when he sees the girl of his dreams. Everywhere he sees her he follows her but one day he goes out of town to find her but couldn't. Later his father sents him to another city but his car breaks down and takes lift and finds it's the same girl whos name is Pooja.",2001
39837,Yaadein,English,"Raj Singh Puri has a very wealthy friend in Lalit Kumar Malhotra, and his wife, Nalini. After the passing away of his wife, Shalini, Raj has become more dependent on the Malhotras, and they have offered him support and solace in his time of need. Raj has also won over the affections of their son, Ronit Malhotra. When Ronit meets with Raj's daughter, Isha, both are attracted to each other and fall in love. They want to surprise Ronit's parents and Raj, and they accordingly decide to share this news with Raj, only to find out that Raj has been actively involved in trying to get Ronit married to Monishka Rai, the daughter of a very wealthy industrialist, who the Malhotras would like to have a business merger with.",2001
205221,Rugged Gold,English,A woman struggles to survive in the Alaskan frontier after separating from her family because of an earthquake.,1994
298986,Greenery Will Bloom Again,Italian,"World War I, Italian north-eastern front after the 1917 bloody battles on the Altipiano. A group of soldiers face the difficulty of war in a story that unfolds in the space of one night. Events follow one after the other without any kind of pattern: the peaceful mountains suddenly become a place where men die. But every story told in this film is a true story.",2014
18230,Supervolcano,English,"Yellowstone is a park, but it's also the deadliest volcano on Earth. Beneath it, a sleeping 'dragon' is stirring. When an earthquake opens a crack for magma to seep through, other warning signs of an eruption start popping up, but they are ignored or dismissed as 'minor'. But when they learn an eruption will happen, panic breaks out through people of the USA and the world.",2005
44566,Anjaana Anjaani,Hindi,"Akash (Ranbir Kapoor) and Kiara (Priyanka Chopra) are trying to find luck in their life after several failed attempts to be successful in their careers and in love. Fed up, they both decide to commit suicide by jumping off a bridge. However, both land up on the same bridge at the same time.",2010
338803,The Treacherous,Korean,"The story of Joseon's tyrant king Yeonsan who exploits the populace for his own carnal pleasures, his seemingly loyal retainer who controls him and all court dealings, and a woman who seeks vengeance.",2015
280617,Space Cop,English,"Space Cop is the story of a cop from the future of space who travels back in time to the present and is teamed up with a cop from the past who is unfrozen in the present. Together, they must defeat evil aliens with a sinister plan. Out of time and out of place, these two unwitting heroes must work together to save the world from a group of renegade aliens and the re-animated brain of a mad scientist bent on global extinction.",2016
63378,100% Love,Telugu,Balu (Naga Chaitanya) is a brilliant student and always tops his class. Maha Lakshmi (Tamanna) is maradalu of Balu and she comes from village and stays in Balu’s house to do her graduation in the same college. Balu has the typical ego possessed by state rankers and he is obsessed by it. His studies get disturbed with the entry to Maha Lakshmi as she starts dominating him over a period of time. This leads to differences and ego clashes between Balu and Maha Lakshmi. There is also a subplot of two separated grand parents. The rest of the story is all about how Balu and Mahalakshmi realise that they are made for each other.,2011
17720,Dunkirk,English,"A British Corporal in France finds himself responsible for the lives of his men when their officer is killed. He has to get them back to Britain somehow. Meanwhile, British civilians are being dragged into the war with Operation Dynamo, the scheme to get the French and British forces back from the Dunkirk beaches. Some come forward to help, others were less willing.",1958
42526,The Nightcomers,English,"Prequel to the Henry James classic ""Turn of the Screw"" about the events leading up to the deaths of Peter Quint and Ms. Jessel, and the the slow corruption of the children in their care.",1971
205584,Gods of Egypt,English,A common thief joins a mythical god on a quest through Egypt.,2016
323677,Race,English,"Based on the incredible true story of Jesse Owens, the legendary athletic superstar whose quest to become the greatest track and field athlete in history thrusts him onto the world stage of the 1936 Olympics, where he faces off against Adolf Hitler's vision of Aryan supremacy. Starring Stephan James, Jason Sudeikis, Jeremy Irons, Carice Van Houten and William Hurt - Race is an enthralling film about courage, determination, tolerance, and friendship, and an inspiring drama about one man's fight to become an Olympic legend.",2016
267193,Grimsby,English,"Wrongfully accused and on the run, a top MI6 assassin joins forces with his long-lost, football hooligan brother to save the world from a sinister plot.",2016
56418,The Source,French,"A comedy/drama set in a village and centered on a battle of the sexes, where women threaten to withhold sexual favours as long as the men refuse to install a water pipe.",2011
202140,Edith Stein: The Seventh Chamber,Polish,"An expressionist biography of Edith Stein, who converted from the Jewish faith to the Catholic one and became a Carmelite sister.  She would die in a German concentration camp.",1996
348674,A War,Danish,"Company commander Claus Michael Pedersen and his men are stationed in Helmand, Afghanistan. Meanwhile back in Denmark, with a husband at war and three children missing their father, everyday life is a struggle for Claus' wife Maria. During a routine mission, the soldiers are caught in heavy Taliban crossfire. In order to save his men, Claus makes a decision that ultimately sees him return to Denmark accused of a war crime.",2015
286595,Marie's Story,French,Marie Heurtin is born both blind and deaf. Sister Marguerette wins her trust and teaches her how to express herself.,2014
365187,Nannaku Prematho,Telugu,Nannaku Prematho (English: To Dad With Love) is an upcoming Telugu action family drama film written and directed by Sukumar and produced by B. V. S. N. Prasad under his Sri Venkateswara Cine Chitra banner. The film stars N. T. Rama Rao Jr. and Rakul Preet Singh in the lead roles while Jagapati Babu will play the main antagonist and Rajendra Prasad will play other pivotal role. This film marks the 25th film in the career of N. T. Rama Rao Jr. as an actor. The music is being composed by Devi Sri Prasad while the cinematography is being handled by Vijay C Chakravarthy. Editing is done by Navin Nooli. The film is co-produced by Bhogavalli Bapineedu and Reliance Entertainment . The first look poster was unvieled on 17 September 2015 on the eve of Ganesh Chaturthi. The film is slated to release on 8 January 2016.,2016
360387,Blunt Force Trauma,English,"Follows the journey of John and Colt, gunfighters and sometime lovers, on parallel but very different journeys through an underground dueling culture.",2015
125414,The Final Member,English,"Thirty miles from the Arctic Circle, in the northern Icelandic town of Husavik, stands the Icelandic Phallological Museum - the world's only Penis museum. Over 40 years, the founder and curator has collected every specimen from every mammal except for one elusive penis needed to complete his collection: The Human Specimen. The film follows the curator's incredible, sublimely comic, often shocking quest to complete his eccentric collection, and the two intrepid men who have raised their hands to be the first human",2012
377853,"The First, the Last",French,"Apocalyptic neo-western about two gangsters, a town full of crazy people and Jesus...",2016
329809,Courted,French,"When a feared judge of the French court, Xavier Racine, encounters a French-Danish juror, Ditte Lorensen-Coteret, at a murder trial, their shared past is slowly uncovered.",2015
336199,Macadam Stories,French,"A drama about several lonely inhabitants of the same council estate, adapted by Benchetrit from his novel.",2015
315865,In the Shadow of Women,French,"Pierre and Manon are poor. They make documentaries with nothing and they live by doing odd jobs.  Pierre meets a young intern, Elisabeth, and she becomes his mistress. But Pierre will not leave Manon for Elisabeth; he wants to keep both.",2015
352025,Un plus une,French,A successful film composer falls in love when he travels to India to work on a Bollywood retelling of Romeo and Juliet.,2015
342281,Family For Rent,French,"Forty-year-old Paul-André is a timid, rather introverted man. Rich but alone, he is deeply bored and ends up concluding that what he needs is a family. Violette, a forty-year-old full of energy, is threatened with eviction and is afraid she'll lose custody of her two children. Paul-André then proposes a totally above the board contract to rent the family in exchange for him paying off Violette's debts. For better and for worse..",2015
341392,Lolo,French,"On holiday in the south of France, chic Parisian sophisticate Violette meets life-loving IT geek Jean-René. Against all odds, there’s a real chemistry between them and at the end of the summer, Jean-René wastes no time in joining his beloved in Paris. But there’s trouble in paradise, and a third party swiftly appears to shatter the couple’s idyll: Lolo, Violette’s ultra-possessive 19-year-old son, who is determined to get rid of his mother’s lover, whatever it takes…",2015
97437,Hum Kisi Se Kum Nahin,Hindi,"The movie revolves around Munnabhai (Sanjay Dutt) a dreaded but good-hearted underworld don of Mumbai. Once while beating up one of his foes, he sees Komal (Aishwarya Rai) and is so smitten by her beauty that he starts visualizing her wherever he goes and in whatever he does. Not understanding this new phenomenon in Munnabhai""s life, his men take him to Doctor Rastogi (Amitabh Bachchan) . The Doctor realizes it""s a love virus so he advises him to woo the girl somehow, not realizing that Munnabhai has fallen for none other than his own younger sister Komal. Munnabhai starts wooing Komal but she is in love with Raja (Ajay Devgan), a local vagabond doing nothing except working in a bowling alley as a bouncer. It is not long before the doctor realizes that his underworld patient is in love with his own sister, so he decides to take her to Malaysia and get her married off...",2002
35907,Kaante,English,"Kill, threaten, kidnap, maim, murder, steal... Meet the masters. In a world where loyalties are easily abandoned and allegiances bought, six perfect strangers come together to pull off the perfect crime. they must all trust each other. But when their simple robbery explodes into a bloody ambush, the ruthless killers realize that one of them is a cop. But which one?",2002
